PLAYER_ID,FIRST_NAME,LAST_NAME,PLAYER_NAME,SEASON,POSITION,HEIGHT_WO_SHOES,HEIGHT_W_SHOES,WEIGHT,WINGSPAN,STANDING_REACH,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH,LANE_AGILITY_TIME,MODIFIED_LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,BENCH_PRESS
201592,J.R.,Giddens,J.R. Giddens,2008,SG,76,76.75,208,83.25,103,,,5.4,,,,,,10
12251,James,Gist,James Gist,2008,PF,79,80.5,220,88,107.5,30.5,35,4.8,,,11.37,,3.14,5
12252,Vladimir,Golubovic,Vladimir Golubovic,2008,C,83.25,84.25,258,86.5,111.5,21.5,27,6.9,,,12.4,,3.33,15
201569,Eric,Gordon,Eric Gordon,2008,SG,74,75.25,222,81,99,32,40,8.2,,,10.81,,3.01,15
201863,Kentrell,Gransberry,Kentrell Gransberry,2008,C,78.75,79.75,290,82.25,106,24.5,27.5,17.4,,,12.16,,3.32,18
201590,Donte,Greene,Donte Greene,2008,SF-PF,80.25,81,221,82,108,27.5,31.5,7.6,,,11.21,,3.2,2
201612,Malik,Hairston,Malik Hairston,2008,SG,76.25,77.25,204,81,103.5,30.5,38,6.9,,,11.33,,3.08,13
201614,DeVon,Hardin,DeVon Hardin,2008,C-PF,81.5,82.75,235,87,109.5,29.5,32,5.8,,,11.49,,3.33,20
201613,Richard,Hendrix,Richard Hendrix,2008,PF,78.75,80.75,250,87,108,26.5,28,9.2,,,10.62,,3.27,13
201588,George,Hill,George Hill,2008,PG,73.25,74.5,181,81,97.5,34,37.5,3,,,12.2,,3.07,9
12254,Kyle,Hines,Kyle Hines,2008,SF-PF,75.75,77.25,234,85.25,104.5,28.5,33,3.6,,,12.17,,3.4,16
12255,Jiri,Hubalek,Jiri Hubalek,2008,C-PF,81.5,83,226,82.75,109,20.5,26,8.8,,,12.26,,3.54,2
201991,Lester,Hudson,Lester Hudson,2008,PG,71.75,73,196,80.75,98.5,30.5,36,3.4,,,11.15,,3.16,12
201629,Othello,Hunter,Othello Hunter,2008,PF-SF,78.5,79.5,220,87,109.5,28,34.5,6.4,,,11.51,,3.18,7
201616,Darnell,Jackson,Darnell Jackson,2008,PF,79,79.75,240.5,83.25,106.5,27,31,12.5,,,11.75,,3.26,11
12256,Shawn,James,Shawn James,2008,PF,79.75,81,217,89,111,,,9.2,,,,,,6
12257,Davon,Jefferson,Davon Jefferson,2008,SF,77.25,78.5,213,81.5,105,27,32,12,,,12.02,,3.36,2
12258,Joseph,Jones,Joseph Jones,2008,PF,79,80.5,240,84.25,107,25.5,31,12.2,,,11.61,,3.33,16
201599,DeAndre,Jordan,DeAndre Jordan,2008,C,81.75,83,250,90,113.5,26,30.5,7.5,,,12.3,,3.27,8
12253,Sasha,Kaun,Sasha Kaun,2008,C-PF,81,82.75,247,88,110,29,32,9.6,,,12.06,,3.2,13
12260,Marcelus,Kemp,Marcelus Kemp,2008,SG,75,76.25,221,80.5,103.5,26,30,9,,,11.79,,3.39,9
12261,Maarty,Leunen,Maarty Leunen,2008,SF,79.25,80.5,222,80,102.5,29.5,34.5,8.9,,,11.57,,3.36,14
201848,Longar,Longar,Longar Longar,2008,C,81,82,212.5,85.25,109.5,,,10.6,,,,,,14
201572,Brook,Lopez,Brook Lopez,2008,C,83.25,84.5,258,89.5,113,27.5,30.5,6.3,,,12.77,,3.57,7
201567,Kevin,Love,Kevin Love,2008,PF,79.75,81.5,255,83.25,106,29.5,35,12.9,,,11.17,,3.22,18
12262,Aleks,Maric,Aleks Maric,2008,C,81.75,82.75,273,85,109.5,23,28,10.1,,,11.76,,3.35,15
201564,O.J.,Mayo,O.J. Mayo,2008,SG-PG,75.25,76.25,200,78,99.5,30.5,41,6.3,,,11.04,,3.14,7
201651,James,Mays,James Mays,2008,PF,78.75,79.75,227,85.75,105,29.5,35,8.8,,,11.23,,3.19,13
201601,Luc,Mbah a Moute,Luc Mbah a Moute,2008,SF,77.75,79.5,221,86.5,103.5,32,38.5,7,,,11.71,,3.17,11
201580,JaVale,McGee,JaVale McGee,2008,C-PF,83,84,241,90,114.5,27,32.5,5.3,,,12.75,,3.25,7
12263,Drew,Neitzel,Drew Neitzel,2008,PG,71.75,72.75,175.5,74.5,95,25.5,32,6.2,,,11.19,,3.2,10
201634,DeMarcus,Nelson,DeMarcus Nelson,2008,PG-SG,73,74.25,198,82,98.5,34.5,38.5,4.5,,,10.54,,3.13,19
201624,David,Padgett,David Padgett,2008,C-PF,82.25,83.5,239.5,85,109.5,24,28,9,,,12.45,,3.45,17
12264,Jeremy,Pargo,Jeremy Pargo,2008,PG,72.5,73.5,208,77,96,32,37,7.6,,,10.65,,3.07,7
12265,Trent,Plaisted,Trent Plaisted,2008,PF,81.25,82.25,240,82.5,105.5,30.5,35.5,11,,,11.32,,3.17,14
12266,Quan,Prowell,Quan Prowell,2008,SF-PF,78.75,79.75,225.5,82.5,103.5,32,36,6.5,,,11.79,,3.14,16
12267,Shaun,Pruitt,Shaun Pruitt,2008,C-PF,80.25,81,242.2,85,107.5,27,32.5,13.8,,,11.3,,3.4,10
201576,Anthony,Randolph,Anthony Randolph,2008,PF-SF,81,82.25,197,87,109,29,35,4.7,,,11.86,,3.26,7
12268,Charles,Rhodes,Charles Rhodes,2008,PF,79.25,80.25,244,83.25,107.5,26.5,33.5,10.7,,,11.51,,3.13,14
12259,John,Riek,John Riek,2008,C,82.5,84,237,92.75,,,,11,,,,,,
12269,Brian,Roberts,Brian Roberts,2008,PG,72.25,73.25,173,73.25,95,31.5,36.5,3.6,,,10.65,,3.05,10
201781,Russell,Robinson,Russell Robinson,2008,PG,72.5,73.5,196,80,100.5,25,31.5,7.4,,,11.3,,3.15,8
12270,Richard,Roby,Richard Roby,2008,SG-SF,76.25,77.5,203,81.75,104,,,9.2,,,,,,
201565,Derrick,Rose,Derrick Rose,2008,PG,73.5,74.5,196,80,98.5,34.5,40,4.6,,,11.69,,3.05,10
201606,Sean,Singletary,Sean Singletary,2008,PG,71,72,183.8,76.5,95,26,,4.2,,,,,,18
12271,Ronald,Steele,Ronald Steele,2008,PG,72.25,73.5,183.5,76.25,97.5,25,29.5,8.1,,,11.08,,3.26,5
12272,Bryce,Taylor,Bryce Taylor,2008,SG,74.75,76.25,210,81,99.5,34.5,41,8.3,,,11.08,,3.19,16
201446,Mike,Taylor,Mike Taylor,2008,SG-PG,72.75,74,166.2,79.25,98,31,39,3.8,,,10.98,,3.08,2
201872,Mark,Tyndale,Mark Tyndale,2008,SG-SF,74.75,75.5,217,83,103.5,27,33.5,6.7,,,12.52,,3.14,5
12273,Robert,Vaden,Robert Vaden,2008,SG,75.5,76.5,199,80,101,26,29.5,6.2,,,11.97,,3.4,10
201622,Deron,Washington,Deron Washington,2008,SF,77.25,78.25,198.5,81,102.5,34,40,7.2,,,11.03,,3.09,7
201603,Sonny,Weems,Sonny Weems,2008,SG-SF,76,77.5,193,82,104,29,36.5,4.4,,,10.58,,2.96,12
201566,Russell,Westbrook,Russell Westbrook,2008,PG,74.25,75.5,192,79.75,100,30,36.5,4.8,,,10.98,,3.08,12
199,Reggie,Williams,Reggie Williams,2008,SG,75.25,76,199,81.25,103,31.5,36.5,5.3,,,11.32,,3.07,15
202399,Jeff,Adrien,Jeff Adrien,2009,PF,77.25,78.5,236.2,86,107.5,27.5,31.5,7.9,,,11.34,,3.32,16
201965,Jeff,Ayres,Jeff Ayres,2009,PF,80.75,82,239.6,85,107,31,35,5.5,,,11.98,,3.14,15
201958,Rodrigue,Beaubois,Rodrigue Beaubois,2009,PG,73.25,74.25,182.4,81.75,100,29.5,39,7.9,,,10.49,,3.15,3
201971,DeJuan,Blair,DeJuan Blair,2009,PF,77.25,78.5,276.6,86,106.5,26,33,12,,,11.5,,3.45,18
201974,Derrick,Brown,Derrick Brown,2009,SF-PF,79.5,80.5,224.6,86.5,107.5,30.5,35.5,8.6,,,11.26,,3.13,20
201978,Chase,Budinger,Chase Budinger,2009,SF-SG,78.25,79,206.4,79,101,29.5,38.5,10,,,11.08,,3.24,10
201960,DeMarre,Carroll,DeMarre Carroll,2009,PF-SF,78.25,79.75,207.2,82,105,,,6.3,,,,,,
201956,Omri,Casspi,Omri Casspi,2009,SF,79.75,81.25,211.2,81.25,106.5,25.5,32.5,8.6,,,11.15,,3.28,2
12275,Dionte,Christmas,Dionte Christmas,2009,SG,76.25,77.5,210.8,81,102.5,27,33.5,7.1,,,10.83,,3.21,3
201947,Earl,Clark,Earl Clark,2009,SF-PF,80.5,82.25,228.4,86.5,109.5,28.5,33,5.2,,,11.17,,3.35,5
201954,Darren,Collison,Darren Collison,2009,PG,72.25,73.5,166.2,75,96.5,30.5,33.5,5.7,,,10.45,,3.1,9
201967,Dante,Cunningham,Dante Cunningham,2009,PF,79,80.25,227.4,83,106.5,28,35,4.8,,,11.18,,3.26,18
201939,Stephen,Curry,Stephen Curry,2009,PG-SG,74,75.25,181,75.5,97,29.5,35.5,5.7,,,11.07,,3.28,10
201948,Austin,Daye,Austin Daye,2009,SF-PF,81.75,82.75,191.8,86.75,110,25,28,5.5,,,12.11,,3.55,0
201942,DeMar,DeRozan,DeMar DeRozan,2009,SG-SF,77.5,78.5,211.2,81,102.5,29,38.5,4.9,,,11.88,,3.31,5
201962,Toney,Douglas,Toney Douglas,2009,PG,73,74,183.4,78,97.5,28,32.5,5.2,,,10.63,,3.03,15
201961,Wayne,Ellington,Wayne Ellington,2009,SG,76.25,77.25,202.4,78.5,100,31.5,38,5.5,,,11.14,,3.2,13
201936,Tyreke,Evans,Tyreke Evans,2009,PG-SG,76,77.25,220.6,83.25,104,28.5,34,7.1,,,11.81,,3.17,7
201938,Jonny,Flynn,Jonny Flynn,2009,PG,71.25,72.75,195.6,76,95.5,33,40,6.3,,,10.86,,3.23,10
201959,Taj,Gibson,Taj Gibson,2009,PF,80.5,81.75,214.4,88,109,25.5,30,6.6,,,11.56,,3.41,12
201980,Danny,Green,Danny Green,2009,SG-SF,77.25,78.5,208,82,103,29,33,5.6,,,11.3,,3.3,15
201933,Blake,Griffin,Blake Griffin,2009,PF,80.5,82,248.4,83.25,105,32,35.5,8.2,,,10.95,,3.28,22
201946,Tyler,Hansbrough,Tyler Hansbrough,2009,PF,80.25,81.5,234.2,83.5,106,27.5,34,8.5,,,11.12,,3.27,18
201935,James,Harden,James Harden,2009,SG,76,77.25,222,82.75,103.5,31.5,37,10.1,,,11.1,,3.13,17
201945,Gerald,Henderson,Gerald Henderson,2009,SG-SF,76,77,214.6,82.25,102.5,31.5,35,4.4,,,11.17,,3.14,8
12278,Josh,Heytvelt,Josh Heytvelt,2009,PF-C,82,83,246.2,85.25,108,28.5,34,10.8,,,11.67,,3.38,15
201941,Jordan,Hill,Jordan Hill,2009,PF-C,81.25,82.25,232.4,85.5,108,31,35,6,,,12.23,,3.3,11
201950,Jrue,Holiday,Jrue Holiday,2009,PG-SG,75.25,76.25,199,79,100.5,28.5,34,6.3,,,10.64,,3.21,6
12279,Joe,Ingles,Joe Ingles,2009,SF,79.75,80.25,209.2,82.25,105,26,31,10.1,,,10.66,,3.3,3
201949,James,Johnson,James Johnson,2009,SF-PF,79,79.75,257.2,84.75,105.5,30.5,35,12,,,11.21,,3.23,18
201951,Ty,Lawson,Ty Lawson,2009,PG,71.25,72.5,196.6,72.75,94.5,29,36.5,6.6,,,10.98,,3.12,14
201953,Eric,Maynor,Eric Maynor,2009,PG,74.25,75.25,163.6,74.5,97,28.5,31.5,5.4,,,10.78,,3.19,8
12282,Jack,McClinton,Jack McClinton,2009,SG-PG,71.75,72.75,185.2,74.5,96,30,36.5,6.2,,,10.44,,3.21,13
12283,Jerel,McNeal,Jerel McNeal,2009,SG,73.5,75,190.4,79.25,99.5,31.5,36.5,5.4,,,10.61,,3.25,10
201975,Jodie,Meeks,Jodie Meeks,2009,SG,75,76,211.4,76.5,98,28.5,37,8,,,10.96,,3.1,14
201988,Patty,Mills,Patty Mills,2009,PG,71.25,72.5,175.4,74,95,27.5,33,6.9,,,10.87,,3.1,8
201957,Byron,Mullens,Byron Mullens,2009,C,83.75,85.25,258.2,85.5,111,28.5,32.5,8.5,,,11.1,,3.45,10
201985,A.J.,Price,A.J. Price,2009,PG,72.5,74,192.8,75.75,97,26,31,12.4,,,10.99,,3.22,11
12284,Tyler,Smith,Tyler Smith,2009,SF,77.25,78,212,81.75,104.5,29,33.5,7,,,10.69,,3.24,10
201969,DaJuan,Summers,DaJuan Summers,2009,SF,79.25,80.5,243,84.75,106.5,29.5,34.5,6.6,,,10.94,,3.17,15
201966,Jermaine,Taylor,Jermaine Taylor,2009,SG,75.5,76.75,207.4,80.75,101,34,37.5,5.8,,,11.54,,3.32,16
201952,Jeff,Teague,Jeff Teague,2009,PG,72.25,73.5,175.2,79.5,98.5,30.5,36.5,4.5,,,11.05,,3.18,13
201934,Hasheem,Thabeet,Hasheem Thabeet,2009,C,85.25,86.5,267.2,90.25,113,,,6.7,,,,,,
201977,Marcus,Thornton,Marcus Thornton,2009,SG,74.75,75.75,194.4,77,99,31,33,4.8,,,10.73,,3.28,14
201944,Terrence,Williams,Terrence Williams,2009,SG-SF,77,78.25,213.2,81,103.5,30.5,37,5.1,,,11.15,,3.18,9
201970,Sam,Young,Sam Young,2009,SF-SG,77.25,78.75,222.8,82.75,105.5,27.5,33,4.9,,,11.47,,3.45,
202374,Solomon,Alabi,Solomon Alabi,2010,C,83.5,84.75,237.4,89,113,22.5,26,5,9.25,9.25,13.2,,3.68,10
202332,Cole,Aldrich,Cole Aldrich,2010,C,81,83.25,236,88.75,111.5,23,28,8.5,9,9.25,11.48,,3.35,10
202329,Al-Farouq,Aminu,Al-Farouq Aminu,2010,SF,79.25,80.5,216,87.25,108.5,27,33.5,8.2,9.5,9.5,11.29,,3.3,13
202341,James,Anderson,James Anderson,2010,SF,76.75,77.75,207.6,80.5,104,30,35.5,7.9,8.5,7.25,11.86,,3.19,14
202337,Luke,Babbitt,Luke Babbitt,2010,SF-PF,79.5,80.75,217.8,83.25,104.5,29.5,37.5,5.6,8.5,10,10.98,,3.4,15
202339,Eric,Bledsoe,Eric Bledsoe,2010,PG,72.25,73.5,191.6,79.5,98,,,5.6,8.5,9.75,,,,9
202344,Trevor,Booker,Trevor Booker,2010,PF,78.25,79.5,235.8,81.75,106,31,36,7.3,9,9.5,11.15,,3.1,22
202342,Craig,Brackins,Craig Brackins,2010,PF-SF,80.5,81.75,229,84,109,26,35,7.9,9.5,11.25,11.65,,3.39,6
202340,Avery,Bradley,Avery Bradley,2010,SG-PG,74,75.25,180.4,79.25,98.5,31.5,37.5,4,8.25,9.5,11.47,,3.14,2
202382,Derrick,Caracter,Derrick Caracter,2010,PF,80.25,81.5,280,84.25,107.5,25,30.5,12.8,9,10.25,12.78,,3.61,22
202395,Sherron,Collins,Sherron Collins,2010,PG,70.25,71.75,217.2,74.5,94,27.5,33,9.2,8.5,9.5,12.31,,3.24,
202326,DeMarcus,Cousins,DeMarcus Cousins,2010,C,81.5,82.75,291.8,89.75,113,23.5,27.5,16.4,9.25,10,11.4,,3.55,
202348,Jordan,Crawford,Jordan Crawford,2010,SG,75,76.5,198.4,79,101,31.5,34.5,4.9,8,9,11.03,,3.37,7
202334,Ed,Davis,Ed Davis,2010,PF,81,81.75,226.6,84,108,31,36,10,9.25,10,11.7,,3.21,
202365,Devin,Ebanks,Devin Ebanks,2010,SF,79,80.25,207.8,84.25,107.5,23.5,32,7.9,8.25,9,11.69,,3.44,6
202324,Derrick,Favors,Derrick Favors,2010,PF,80.75,82.25,245.2,88,110,31.5,35.5,6.5,8.75,9.25,11.74,,3.25,14
12316,Keith,Gallon,Keith Gallon,2010,PF-C,80.5,81.5,301.8,88.5,109.5,23.5,28.5,15.1,9.25,10.5,13.44,,3.7,14
12317,Charles,Garcia,Charles Garcia,2010,SF,80.25,81.25,231.6,85.75,107.5,24.5,30.5,7,8.75,9,11.65,,3.23,2
202331,Paul,George,Paul George,2010,SF,79.75,80.75,214.4,83.25,107,,,5,8.5,9,,,,4
202376,Luke,Harangody,Luke Harangody,2010,PF,78,79.75,240.2,81.5,106,24,28.5,11.1,8.75,9.75,11.83,,3.41,23
202412,Manny,Harris,Manny Harris,2010,SG,76,77.5,185.1,79.25,102,,,3.8,8.5,9,,,,11
202330,Gordon,Hayward,Gordon Hayward,2010,SF,78.75,80,211,79.75,103,30.5,34.5,6.9,8.5,9.25,11.73,,3.22,10
202351,Lazar,Hayward,Lazar Hayward,2010,SG-SF,76.5,77.75,225.8,84.75,102,31,36,7.5,9.25,9.5,10.87,,3.31,15
202333,Xavier,Henry,Xavier Henry,2010,SG,77.25,78.5,210.2,83.25,105,28.5,36.5,4.7,8.75,10,11.1,,3.18,8
202359,Darington,Hobson,Darington Hobson,2010,SG-SF,77.25,78.5,203.6,81.25,104.5,29,34,6.2,8.25,9,11.68,,3.25,
202345,Damion,James,Damion James,2010,SF,78.25,79.75,226.6,84.75,107,29,33,9.6,9.25,8.5,10.89,,3.2,13
202325,Wesley,Johnson,Wesley Johnson,2010,SF,78.25,79.25,206.4,85,106,32,37,4.6,9,9.5,11.43,,3.14,16
202356,Armon,Johnson,Armon Johnson,2010,PG-SG,74,75.25,195.2,80,99.5,31.5,38.5,5.6,8.25,9.25,11.25,,3.19,18
202346,Dominique,Jones,Dominique Jones,2010,SG,75.25,77,216,81.25,101,26,32.5,5.9,9,10.25,10.88,,3.31,19
12329,Jerome,Jordan,Jerome Jordan,2010,C,83.5,84.75,244.2,89.25,113,,,6.9,9,10.25,,,,
12330,Sylven,Landesberg,Sylven Landesberg,2010,SG,76.75,78.25,210,81,100.5,28,32,11.6,8.75,10.75,11.59,,3.36,8
202371,Gani,Lawal,Gani Lawal,2010,PF,79.5,81,233.4,84,107.5,27,31.5,6.3,8.5,10,11.61,,3.24,20
202328,Greg,Monroe,Greg Monroe,2010,PF-C,81.75,83,246.6,86.25,108.5,25,29,11.2,8.75,9.5,12.1,,3.35,15
202350,Daniel,Orton,Daniel Orton,2010,C,80.75,81.5,269.2,88.25,110.5,24,30.5,13.8,8.5,9.75,12.32,,3.39,13
12334,Artsiom,Parakhouski,Artsiom Parakhouski,2010,C,82.25,83.75,268.2,85,109.5,25.5,26.5,6,9,10.5,12.07,,3.33,16
202335,Patrick,Patterson,Patrick Patterson,2010,PF,80,81.25,239.6,85.25,107,28.5,33.5,5.3,9.25,10.25,11.14,,3.25,17
202354,Dexter,Pittman,Dexter Pittman,2010,PF-C,81.5,83.5,302.6,90,111,,,20.8,10.25,10.5,,,,
202360,Andy,Rautins,Andy Rautins,2010,SG,76.25,77,191.6,79,100,23.5,30.5,6.2,8,9.75,11.27,,3.49,8
12338,Ryan,Richards,Ryan Richards,2010,PF,82.5,83.75,230.2,85.5,110,25,28.5,8,9,9.75,11.33,,3.37,4
202383,Stanley,Robinson,Stanley Robinson,2010,SF,78.5,79.75,213.2,84,107.5,,37.5,8.3,9,9,11.65,,3.23,6
202336,Larry,Sanders,Larry Sanders,2010,PF-C,81.25,82.5,222.4,89.75,112,25.5,28,4.6,9.75,11,12.49,,3.27,7
12341,Jon,Scheyer,Jon Scheyer,2010,PG-SG,76.75,78,180,75.25,99,,,5.4,7.75,9.5,,,,
202362,Lance,Stephenson,Lance Stephenson,2010,SG,76.5,77.75,227,82.5,103,27,33,9.3,9,10.25,11.39,,3.38,10
12343,Mikhail,Torrance,Mikhail Torrance,2010,PG,76,77,208.8,79.5,103,23,32,7,8.75,9.5,11.43,,3.17,8
202323,Evan,Turner,Evan Turner,2010,SG,77.75,79,213.8,80,103.5,27.5,34.5,8.6,8.75,9.5,11.06,,3.27,9
202327,Ekpe,Udoh,Ekpe Udoh,2010,PF,80.75,81.75,237.4,88.5,106.5,31,33.5,8,9.5,8.75,11.15,,3.29,10
12346,Jarvis,Varnado,Jarvis Varnado,2010,PF-C,80.25,82,210.2,87.5,109.5,29.5,32.5,9.5,9.25,9.5,11.61,,3.37,3
202349,Greivis,Vasquez,Greivis Vasquez,2010,PG-SG,77,78.5,210.8,79,101,,,8.6,7.75,9.25,,,,
202322,John,Wall,John Wall,2010,PG,74.75,76,195.6,81.25,101.5,30,39,5.6,8.25,9.5,10.84,,3.14,
202378,Willie,Warren,Willie Warren,2010,SG-PG,74.5,75.75,208.4,78,99.5,23,31.5,7.6,8.5,9.5,11.21,,3.5,10
202358,Terrico,White,Terrico White,2010,SG-PG,75.75,77,202.6,81,101,31,40,3.7,9,10.5,11.38,,3.15,10
202355,Hassan,Whiteside,Hassan Whiteside,2010,C-PF,82.5,83.5,226.6,91,113,27,31.5,5.5,8.25,10.25,11.83,,3.54,12
202728,Keith,Benson,Keith Benson,2011,C-PF,82,83,217,87.75,109.5,31.5,36,6.1,9.5,11,11.88,,3.35,12
202705,Marshon,Brooks,Marshon Brooks,2011,SG,76.25,77.25,194.6,85,101,34,38.5,5.2,9,10.5,10.74,,3.09,5
202692,Alec,Burks,Alec Burks,2011,SG,77,78,192.6,82,103.5,29,36,5.1,9,8.25,10.96,,3.17,5
202710,Jimmy,Butler,Jimmy Butler,2011,SF,78,79.75,222.2,79.5,101.5,32,39,5.4,9,9,11.12,,3.15,14
202708,Norris,Cole,Norris Cole,2011,PG,72.25,73.75,174.4,74.25,95.5,29.5,38.5,4.7,8.5,9.5,10.07,,3.22,11
202739,Jon,Diebler,Jon Diebler,2011,SG,77.25,78.5,196.6,78,99,28,35,8.5,8.25,8.25,10.94,,3.37,2
12406,Michael,Dunigan,Michael Dunigan,2011,PF-C,80.5,82,237.6,87.25,107.5,29.5,34.5,8,9,10.75,11.85,,3.27,10
12407,LaceDarius,Dunn,LaceDarius Dunn,2011,SG,75,76,187.8,78.25,101,26.5,31,5.5,9,10.25,11.45,,3.27,3
202702,Kenneth,Faried,Kenneth Faried,2011,PF,78,79.5,224.6,84,108,30.5,35,6.3,8.5,10.25,11.35,,3.26,16
12409,James,Fredette,James Fredette,2011,PG,72.75,74.5,196,76.5,96.5,28,33,7.7,8,8.5,10.42,,3.21,14
202726,Andrew,Goudelock,Andrew Goudelock,2011,PG,73.25,74.75,197.6,76.25,96.5,32.5,37,9.9,8.25,9.25,10.33,,3.1,4
202706,Jordan,Hamilton,Jordan Hamilton,2011,SF,78.75,80.5,228.4,81.5,104,25,32,9.8,9,9.25,11.47,,3.3,7
202712,Justin,Harper,Justin Harper,2011,PF-SF,80,80.75,228,83.75,106,28.5,33,4,9,9.25,11.92,,3.3,19
202699,Tobias,Harris,Tobias Harris,2011,SF-PF,78.5,79.75,222.8,83,103.5,31.5,37.5,8.4,8.75,9,10.96,,3.17,12
202715,Tyler,Honeycutt,Tyler Honeycutt,2011,SF,78.75,80.25,186.8,81,105,30,37,5.3,8.5,9.5,11.68,,3.07,
12415,Scotty,Hopson,Scotty Hopson,2011,SG,77.75,78.5,204.6,82.5,103.5,32.5,36,4.8,8.5,10,10.47,,3.18,10
202681,Kyrie,Irving,Kyrie Irving,2011,PG,73.75,75.5,191,76,99,,,10.2,8.25,9.25,,,,
12417,Rick,Jackson,Rick Jackson,2011,PF,80.25,81.25,241.8,86,106.5,28.5,33,8.3,8.75,9.5,11.51,,3.26,9
202724,Charles,Jenkins,Charles Jenkins,2011,PG-SG,73.5,75.25,216.4,79.5,96.5,29.5,34,4.3,8.5,9,11.68,,3.18,16
202707,JaJuan,Johnson,JaJuan Johnson,2011,PF,81,82,219.8,86,107.5,33.5,38,7.5,9,10,11.21,,3.14,15
202709,Cory,Joseph,Cory Joseph,2011,PG,74,75.25,186.2,77.5,99,27.5,35,9.7,8.5,10.5,10.75,,3.27,5
202683,Enes,Kanter,Enes Kanter,2011,PF-C,81.75,83.25,259.2,85.5,109.5,26,32.5,5.9,9.5,10.75,11.3,,3.26,14
202688,Brandon,Knight,Brandon Knight,2011,PG,73.5,75.25,176.8,78.75,98.5,29,37.5,4.2,8.25,9.5,10.74,,3.07,10
202723,Malcolm,Lee,Malcolm Lee,2011,SG,76,77.5,198.2,81.75,101.5,30,35.5,5.9,8.5,9.5,11.2,,3.09,17
202695,Kawhi,Leonard,Kawhi Leonard,2011,SF,78,79,227.4,87,106,25.5,32,5.4,9.75,11.25,11.45,,3.15,3
202727,Travis,Leslie,Travis Leslie,2011,SG,75,76.25,205,82.5,103,33,40.5,8.1,8.75,9.25,11,,3.13,10
202720,Jon,Leuer,Jon Leuer,2011,PF,82,83.5,223.2,84,105.5,29.5,36.5,5.4,8.75,9.75,10.82,,3.36,14
202732,DeAndre,Liggins,DeAndre Liggins,2011,SF-SG,77,78.25,202.2,83,103.5,27,31,5,8.75,10,,,3.33,6
12428,David,Lighty,David Lighty,2011,SG,76.75,78.5,216.2,80,101,28.5,33,6.5,9,10,10.81,,3.25,15
202714,Shelvin,Mack,Shelvin Mack,2011,PG,73,74.5,209,79.5,96.5,32,39,7.1,8.25,9.25,11.23,,3.18,17
12430,Demetri,McCamey,Demetri McCamey,2011,PG,73.75,75.25,204,78.25,99.5,27,33,6.1,8.5,9,11.55,,3.19,
202734,E'Twaun,Moore,E'Twaun Moore,2011,SG,74.5,76,191.4,81.5,99.5,32,34.5,7.6,9,10,11.12,,3.31,
202693,Markieff,Morris,Markieff Morris,2011,PF,79.75,81.25,240.8,82.75,106.5,27,31.5,10.2,8.5,8.25,,,3.4,11
202694,Marcus,Morris,Marcus Morris,2011,PF-SF,79,80.75,229.6,82,105.5,29,33,8,8.25,8.5,,,3.15,11
202721,Darius,Morris,Darius Morris,2011,PG-SG,75.25,77.25,190,79.5,102,24.5,32,5.3,8.75,10,11,,3.2,12
202718,Chandler,Parsons,Chandler Parsons,2011,SF,80.75,81.75,221.2,81.5,104.5,25.5,31.5,7,8.25,10,11.05,,3.29,4
12436,Jereme,Richmond,Jereme Richmond,2011,SF,78,79.25,207.2,82.25,106.5,27,33.5,5.5,8.75,9.5,11.74,,3.02,0
202729,Josh,Selby,Josh Selby,2011,SG-PG,73.75,75,194.6,77.25,98,29.5,42,7.9,8.5,9,11.13,,3.2,5
202697,Iman,Shumpert,Iman Shumpert,2011,PG-SG,76.25,77.5,221.8,81.5,99.5,36.5,42,6.5,9,9,11.1,,3.18,18
202713,Kyle,Singler,Kyle Singler,2011,SF,79.5,80.5,228,82.1,106,23,30,10,8.25,8.75,11.22,,3.21,10
202698,Chris,Singleton,Chris Singleton,2011,SF,79.75,81,230.2,85,103.5,30.5,37.5,7.4,9.25,10,11.33,,3.09,15
12441,Jamie,Skeen,Jamie Skeen,2011,PF,78.5,80,241.6,85.25,106.5,26,30.5,9.8,8.5,8.5,12.43,,3.46,10
12442,Gregory,Smith,Gregory Smith,2011,PF-C,80,81.25,252.8,86.5,106.5,29.5,36,7.4,9.75,12,12.43,,3.36,17
202701,Nolan,Smith,Nolan Smith,2011,PG,73.5,75.5,187.6,77.5,99,28.5,34,5.6,8.5,9.25,11.05,,3.17,9
12445,Malcolm,Thomas,Malcolm Thomas,2011,PF,79.5,80.75,223,84.5,107.5,32,36.5,5.9,9.5,10.5,11.31,,3.29,3
202738,Isaiah,Thomas,Isaiah Thomas,2011,PG,68.75,70.25,186,73.75,91.5,31.5,40,6.7,8.25,9,10.49,,3.14,13
202717,Trey,Thompkins,Trey Thompkins,2011,PF,80.5,81.75,239,85,107.5,27.5,30.5,15.5,9.25,9.75,11.72,,3.41,15
202684,Tristan,Thompson,Tristan Thompson,2011,PF,79.5,80.75,227.4,85.25,108.5,30,35,6.2,8.75,9.25,10.92,,3.26,9
202691,Klay,Thompson,Klay Thompson,2011,SG,77.75,79.25,205.6,81,103.5,26.5,31.5,8,8.75,9.25,10.99,,3.24,5
